idx,ID,London Borough,Date,Average Price, PCT DIFF , CAGR 
6023,E09000024,Merton,6/1/2005,246705.6599, 521.00 , 7.60 
6024,E09000025,Newham,6/1/2005,193027.5693, 623.00 , 8.20 
6025,E09000026,Redbridge,6/1/2005,225825.4308, 480.00 , 7.30 
6026,E09000027,Richmond upon Thames,6/1/2005,331299.0286, 479.00 , 7.30 
6027,E09000028,Southwark,6/1/2005,225153.8214, 620.00 , 8.20 
6028,E09000029,Sutton,6/1/2005,212564.0815, 428.00 , 6.90 
6029,E09000030,Tower Hamlets,6/1/2005,227355.3784, 690.00 , 8.60 
6030,E09000031,Waltham Forest,6/1/2005,198182.4435, 613.00 , 8.20 
6031,E09000032,Wandsworth,6/1/2005,285915.2446, 606.00 , 8.10 
6032,E09000033,Westminster,6/1/2005,401072.9582, 716.00 , 8.80 
6049,E09000002,Barking & Dagenham,7/1/2005,162427.5637, 548.00 , 7.80 
6050,E09000003,Barnet,7/1/2005,279927.5404, 471.00 , 7.20 
6051,E09000004,Bexley,7/1/2005,186667.4974, 411.00 , 6.70 
6052,E09000005,Brent,7/1/2005,244437.0597, 527.00 , 7.60 
6053,E09000006,Bromley,7/1/2005,240890.1901, 427.00 , 6.90 
6054,E09000007,Camden,7/1/2005,380975.551, 629.00 , 8.30 
6055,E09000008,Croydon,7/1/2005,204597.6709, 418.00 , 6.80 
6056,E09000009,Ealing,7/1/2005,247400.843, 468.00 , 7.20 
6057,E09000010,Enfield,7/1/2005,213661.507, 432.00 , 6.90 
6058,E09000011,Greenwich,7/1/2005,198118.4442, 567.00 , 7.90 
6059,E09000012,Hackney,7/1/2005,223341.6486, 942.00 , 9.80 
6060,E09000013,Hammersmith & Fulham,7/1/2005,369951.5787, 498.00 , 7.40 
6061,E09000014,Haringey,7/1/2005,248278.0881, 641.00 , 8.30 
6062,E09000015,Harrow,7/1/2005,257427.001, 436.00 , 6.90 
6063,E09000016,Havering,7/1/2005,203791.8249, 419.00 , 6.80 
6064,E09000017,Hillingdon,7/1/2005,226212.625, 466.00 , 7.20 
6065,E09000018,Hounslow,7/1/2005,226292.5083, 486.00 , 7.30 
6066,E09000019,Islington,7/1/2005,298332.8871, 583.00 , 8.00 
6067,E09000020,Kensington & Chelsea,7/1/2005,540566.2225, 664.00 , 8.50 
6068,E09000021,Kingston upon Thames,7/1/2005,256553.8989, 526.00 , 7.60 
6069,E09000022,Lambeth,7/1/2005,233888.7977, 675.00 , 8.50 
6070,E09000023,Lewisham,7/1/2005,192330.1979, 601.00 , 8.10 
6071,E09000024,Merton,7/1/2005,248309.4102, 521.00 , 7.60 
6072,E09000025,Newham,7/1/2005,194182.6572, 623.00 , 8.20 
6073,E09000026,Redbridge,7/1/2005,226540.1564, 480.00 , 7.30 
6074,E09000027,Richmond upon Thames,7/1/2005,330099.3691, 479.00 , 7.30 
6075,E09000028,Southwark,7/1/2005,223525.3996, 620.00 , 8.20 
6076,E09000029,Sutton,7/1/2005,210957.7048, 428.00 , 6.90 
6077,E09000030,Tower Hamlets,7/1/2005,219297.2612, 690.00 , 8.60 
6078,E09000031,Waltham Forest,7/1/2005,198532.4107, 613.00 , 8.20 
6079,E09000032,Wandsworth,7/1/2005,288396.7196, 606.00 , 8.10 
6080,E09000033,Westminster,7/1/2005,400864.6294, 716.00 , 8.80 
6097,E09000002,Barking & Dagenham,8/1/2005,164000.407, 548.00 , 7.80 
6098,E09000003,Barnet,8/1/2005,282066.2784, 471.00 , 7.20 
6099,E09000004,Bexley,8/1/2005,188105.9103, 411.00 , 6.70 
6100,E09000005,Brent,8/1/2005,246146.8276, 527.00 , 7.60 
6101,E09000006,Bromley,8/1/2005,239540.8253, 427.00 , 6.90 
6102,E09000007,Camden,8/1/2005,391165.9247, 629.00 , 8.30 
6103,E09000008,Croydon,8/1/2005,203256.1663, 418.00 , 6.80 
6104,E09000009,Ealing,8/1/2005,248384.2491, 468.00 , 7.20 
6105,E09000010,Enfield,8/1/2005,211683.7046, 432.00 , 6.90 
6106,E09000011,Greenwich,8/1/2005,199233.1423, 567.00 , 7.90 
6107,E09000012,Hackney,8/1/2005,227955.0298, 942.00 , 9.80 
6108,E09000013,Hammersmith & Fulham,8/1/2005,379162.3567, 498.00 , 7.40 
6109,E09000014,Haringey,8/1/2005,251347.0602, 641.00 , 8.30 
6110,E09000015,Harrow,8/1/2005,257612.9257, 436.00 , 6.90 
6111,E09000016,Havering,8/1/2005,203953.5065, 419.00 , 6.80 
6112,E09000017,Hillingdon,8/1/2005,226830.3893, 466.00 , 7.20 
6113,E09000018,Hounslow,8/1/2005,222771.5139, 486.00 , 7.30 
6114,E09000019,Islington,8/1/2005,302706.3341, 583.00 , 8.00 
6115,E09000020,Kensington & Chelsea,8/1/2005,529995.617, 664.00 , 8.50 
6116,E09000021,Kingston upon Thames,8/1/2005,253237.0822, 526.00 , 7.60 
6117,E09000022,Lambeth,8/1/2005,235728.3972, 675.00 , 8.50 
6118,E09000023,Lewisham,8/1/2005,190430.3487, 601.00 , 8.10 
6119,E09000024,Merton,8/1/2005,247852.8783, 521.00 , 7.60 
6120,E09000025,Newham,8/1/2005,195869.8673, 623.00 , 8.20 
6121,E09000026,Redbridge,8/1/2005,227046.1252, 480.00 , 7.30 
6122,E09000027,Richmond upon Thames,8/1/2005,325283.6658, 479.00 , 7.30 
6123,E09000028,Southwark,8/1/2005,226799.8543, 620.00 , 8.20 
6124,E09000029,Sutton,8/1/2005,210937.613, 428.00 , 6.90 
6125,E09000030,Tower Hamlets,8/1/2005,221284.9684, 690.00 , 8.60 
6126,E09000031,Waltham Forest,8/1/2005,200141.1666, 613.00 , 8.20 
6127,E09000032,Wandsworth,8/1/2005,290914.7662, 606.00 , 8.10 
6128,E09000033,Westminster,8/1/2005,404888.7433, 716.00 , 8.80 
6145,E09000002,Barking & Dagenham,9/1/2005,163111.2343, 548.00 , 7.80 
6146,E09000003,Barnet,9/1/2005,283147.7575, 471.00 , 7.20 
6147,E09000004,Bexley,9/1/2005,187908.391, 411.00 , 6.70 
6148,E09000005,Brent,9/1/2005,244751.6632, 527.00 , 7.60 
6149,E09000006,Bromley,9/1/2005,237970.6765, 427.00 , 6.90 
6150,E09000007,Camden,9/1/2005,386496.056, 629.00 , 8.30 
6151,E09000008,Croydon,9/1/2005,203882.1825, 418.00 , 6.80 
6152,E09000009,Ealing,9/1/2005,249674.1346, 468.00 , 7.20 
6153,E09000010,Enfield,9/1/2005,212393.4892, 432.00 , 6.90 
6154,E09000011,Greenwich,9/1/2005,200148.1057, 567.00 , 7.90 
6155,E09000012,Hackney,9/1/2005,234595.9431, 942.00 , 9.80 
6156,E09000013,Hammersmith & Fulham,9/1/2005,374904.3366, 498.00 , 7.40 
6157,E09000014,Haringey,9/1/2005,249704.6943, 641.00 , 8.30 
6158,E09000015,Harrow,9/1/2005,257170.2089, 436.00 , 6.90 
6159,E09000016,Havering,9/1/2005,205618.2368, 419.00 , 6.80 
6160,E09000017,Hillingdon,9/1/2005,225351.7166, 466.00 , 7.20 
6161,E09000018,Hounslow,9/1/2005,225055.4162, 486.00 , 7.30 
6162,E09000019,Islington,9/1/2005,303348.0887, 583.00 , 8.00 
6163,E09000020,Kensington & Chelsea,9/1/2005,542760.6248, 664.00 , 8.50 
6164,E09000021,Kingston upon Thames,9/1/2005,256959.678, 526.00 , 7.60 
6165,E09000022,Lambeth,9/1/2005,237331.8846, 675.00 , 8.50 
6166,E09000023,Lewisham,9/1/2005,192725.3761, 601.00 , 8.10 
6167,E09000024,Merton,9/1/2005,249510.8732, 521.00 , 7.60 
6168,E09000025,Newham,9/1/2005,194370.1187, 623.00 , 8.20 
6169,E09000026,Redbridge,9/1/2005,228808.538, 480.00 , 7.30 
6170,E09000027,Richmond upon Thames,9/1/2005,322137.9003, 479.00 , 7.30 
6171,E09000028,Southwark,9/1/2005,228758.7749, 620.00 , 8.20 
6172,E09000029,Sutton,9/1/2005,210881.4232, 428.00 , 6.90 
6173,E09000030,Tower Hamlets,9/1/2005,220634.8652, 690.00 , 8.60 
6174,E09000031,Waltham Forest,9/1/2005,200103.772, 613.00 , 8.20 
6175,E09000032,Wandsworth,9/1/2005,289513.9583, 606.00 , 8.10 
6176,E09000033,Westminster,9/1/2005,401667.1723, 716.00 , 8.80 
6193,E09000002,Barking & Dagenham,10/1/2005,164178.7001, 548.00 , 7.80 
6194,E09000003,Barnet,10/1/2005,283024.3428, 471.00 , 7.20 
6195,E09000004,Bexley,10/1/2005,189434.6413, 411.00 , 6.70 
6196,E09000005,Brent,10/1/2005,243404.6209, 527.00 , 7.60 
6197,E09000006,Bromley,10/1/2005,237521.5106, 427.00 , 6.90 
6198,E09000007,Camden,10/1/2005,383713.6052, 629.00 , 8.30 
6199,E09000008,Croydon,10/1/2005,204015.2615, 418.00 , 6.80 
6200,E09000009,Ealing,10/1/2005,246673.6734, 468.00 , 7.20 
6201,E09000010,Enfield,10/1/2005,211578.0642, 432.00 , 6.90 
6202,E09000011,Greenwich,10/1/2005,200622.2673, 567.00 , 7.90 
6203,E09000012,Hackney,10/1/2005,230247.0822, 942.00 , 9.80 
6204,E09000013,Hammersmith & Fulham,10/1/2005,368196.4774, 498.00 , 7.40 
6205,E09000014,Haringey,10/1/2005,247557.3048, 641.00 , 8.30 
6206,E09000015,Harrow,10/1/2005,256085.2022, 436.00 , 6.90 
6207,E09000016,Havering,10/1/2005,206846.6526, 419.00 , 6.80 
6208,E09000017,Hillingdon,10/1/2005,224284.0443, 466.00 , 7.20 
6209,E09000018,Hounslow,10/1/2005,224671.8499, 486.00 , 7.30 
6210,E09000019,Islington,10/1/2005,303764.0659, 583.00 , 8.00 
6211,E09000020,Kensington & Chelsea,10/1/2005,532195.2419, 664.00 , 8.50 
6212,E09000021,Kingston upon Thames,10/1/2005,252041.2527, 526.00 , 7.60 
6213,E09000022,Lambeth,10/1/2005,231104.2831, 675.00 , 8.50 
6214,E09000023,Lewisham,10/1/2005,194979.5278, 601.00 , 8.10 
6215,E09000024,Merton,10/1/2005,247274.9122, 521.00 , 7.60 
6216,E09000025,Newham,10/1/2005,193764.173, 623.00 , 8.20 
6217,E09000026,Redbridge,10/1/2005,228012.8135, 480.00 , 7.30 
6218,E09000027,Richmond upon Thames,10/1/2005,323562.0911, 479.00 , 7.30 
6219,E09000028,Southwark,10/1/2005,227658.6277, 620.00 , 8.20 
6220,E09000029,Sutton,10/1/2005,208817.6844, 428.00 , 6.90 
6221,E09000030,Tower Hamlets,10/1/2005,222259.1157, 690.00 , 8.60 
6222,E09000031,Waltham Forest,10/1/2005,200674.6517, 613.00 , 8.20 
6223,E09000032,Wandsworth,10/1/2005,282206.891, 606.00 , 8.10 
6224,E09000033,Westminster,10/1/2005,395130.1463, 716.00 , 8.80 
6241,E09000002,Barking & Dagenham,11/1/2005,162695.0587, 548.00 , 7.80 
6242,E09000003,Barnet,11/1/2005,283420.5817, 471.00 , 7.20 
6243,E09000004,Bexley,11/1/2005,188695.3966, 411.00 , 6.70 
6244,E09000005,Brent,11/1/2005,246765.982, 527.00 , 7.60 
6245,E09000006,Bromley,11/1/2005,236592.7479, 427.00 , 6.90 
6246,E09000007,Camden,11/1/2005,366351.4546, 629.00 , 8.30 
6247,E09000008,Croydon,11/1/2005,204773.2973, 418.00 , 6.80 
6248,E09000009,Ealing,11/1/2005,243405.7914, 468.00 , 7.20 
6249,E09000010,Enfield,11/1/2005,213839.5281, 432.00 , 6.90 
6250,E09000011,Greenwich,11/1/2005,202391.2733, 567.00 , 7.90 
6251,E09000012,Hackney,11/1/2005,229981.6774, 942.00 , 9.80 
6252,E09000013,Hammersmith & Fulham,11/1/2005,367353.807, 498.00 , 7.40 
6253,E09000014,Haringey,11/1/2005,243696.4815, 641.00 , 8.30 
6254,E09000015,Harrow,11/1/2005,255039.4271, 436.00 , 6.90 
6255,E09000016,Havering,11/1/2005,206240.3642, 419.00 , 6.80 
6256,E09000017,Hillingdon,11/1/2005,224278.7702, 466.00 , 7.20 
6257,E09000018,Hounslow,11/1/2005,224167.2878, 486.00 , 7.30 
6258,E09000019,Islington,11/1/2005,295605.1547, 583.00 , 8.00 
6259,E09000020,Kensington & Chelsea,11/1/2005,540675.2053, 664.00 , 8.50 
6260,E09000021,Kingston upon Thames,11/1/2005,253615.1847, 526.00 , 7.60 
6261,E09000022,Lambeth,11/1/2005,232129.36, 675.00 , 8.50 
6262,E09000023,Lewisham,11/1/2005,194486.4102, 601.00 , 8.10 
6263,E09000024,Merton,11/1/2005,245088.089, 521.00 , 7.60 
6264,E09000025,Newham,11/1/2005,195197.8783, 623.00 , 8.20 
6265,E09000026,Redbridge,11/1/2005,228011.8339, 480.00 , 7.30 
6266,E09000027,Richmond upon Thames,11/1/2005,326104.2449, 479.00 , 7.30 
6267,E09000028,Southwark,11/1/2005,225181.5436, 620.00 , 8.20 
6268,E09000029,Sutton,11/1/2005,208103.1371, 428.00 , 6.90 
6269,E09000030,Tower Hamlets,11/1/2005,226386.5725, 690.00 , 8.60 
6270,E09000031,Waltham Forest,11/1/2005,200693.7125, 613.00 , 8.20 
6271,E09000032,Wandsworth,11/1/2005,280702.4663, 606.00 , 8.10 
6272,E09000033,Westminster,11/1/2005,386802.741, 716.00 , 8.80 
6289,E09000002,Barking & Dagenham,12/1/2005,162641.519, 548.00 , 7.80 
6290,E09000003,Barnet,12/1/2005,281610.828, 471.00 , 7.20 
6291,E09000004,Bexley,12/1/2005,187080.4658, 411.00 , 6.70 
6292,E09000005,Brent,12/1/2005,247157.1794, 527.00 , 7.60 
6293,E09000006,Bromley,12/1/2005,237525.2213, 427.00 , 6.90 
6294,E09000007,Camden,12/1/2005,367259.3848, 629.00 , 8.30 
6295,E09000008,Croydon,12/1/2005,204766.2094, 418.00 , 6.80 
6296,E09000009,Ealing,12/1/2005,243991.8774, 468.00 , 7.20 
6297,E09000010,Enfield,12/1/2005,213899.0461, 432.00 , 6.90 
6298,E09000011,Greenwich,12/1/2005,202912.5001, 567.00 , 7.90 
6299,E09000012,Hackney,12/1/2005,232443.2731, 942.00 , 9.80 
6300,E09000013,Hammersmith & Fulham,12/1/2005,366987.5075, 498.00 , 7.40 
6301,E09000014,Haringey,12/1/2005,244593.8568, 641.00 , 8.30 
6302,E09000015,Harrow,12/1/2005,253900.2754, 436.00 , 6.90 
6303,E09000016,Havering,12/1/2005,204593.5882, 419.00 , 6.80 
6304,E09000017,Hillingdon,12/1/2005,223949.3197, 466.00 , 7.20 
6305,E09000018,Hounslow,12/1/2005,222567.0169, 486.00 , 7.30 
6306,E09000019,Islington,12/1/2005,291277.1727, 583.00 , 8.00 
6307,E09000020,Kensington & Chelsea,12/1/2005,555847.0591, 664.00 , 8.50 
6308,E09000021,Kingston upon Thames,12/1/2005,251129.5785, 526.00 , 7.60 
6309,E09000022,Lambeth,12/1/2005,231957.8808, 675.00 , 8.50 
6310,E09000023,Lewisham,12/1/2005,193543.669, 601.00 , 8.10 
6311,E09000024,Merton,12/1/2005,245705.7465, 521.00 , 7.60 
6312,E09000025,Newham,12/1/2005,197653.0247, 623.00 , 8.20 
6313,E09000026,Redbridge,12/1/2005,229886.5265, 480.00 , 7.30 
6314,E09000027,Richmond upon Thames,12/1/2005,327477.9189, 479.00 , 7.30 
6315,E09000028,Southwark,12/1/2005,225043.2951, 620.00 , 8.20 
6316,E09000029,Sutton,12/1/2005,205837.3054, 428.00 , 6.90 
6317,E09000030,Tower Hamlets,12/1/2005,233557.5474, 690.00 , 8.60 
6318,E09000031,Waltham Forest,12/1/2005,199860.6883, 613.00 , 8.20 
6319,E09000032,Wandsworth,12/1/2005,281580.3939, 606.00 , 8.10 
6320,E09000033,Westminster,12/1/2005,396443.1826, 716.00 , 8.80 
6337,E09000002,Barking & Dagenham,1/1/2006,162339.9562, 548.00 , 7.80 
6338,E09000003,Barnet,1/1/2006,282333.5446, 471.00 , 7.20 
6339,E09000004,Bexley,1/1/2006,188012.9565, 411.00 , 6.70 
6340,E09000005,Brent,1/1/2006,247765.9162, 527.00 , 7.60 
6341,E09000006,Bromley,1/1/2006,240254.6582, 427.00 , 6.90 
6342,E09000007,Camden,1/1/2006,368709.6304, 629.00 , 8.30 
6343,E09000008,Croydon,1/1/2006,204536.277, 418.00 , 6.80 
6344,E09000009,Ealing,1/1/2006,247593.5017, 468.00 , 7.20 
6345,E09000010,Enfield,1/1/2006,214068.5149, 432.00 , 6.90 
6346,E09000011,Greenwich,1/1/2006,202179.7602, 567.00 , 7.90 
6347,E09000012,Hackney,1/1/2006,238246.2129, 942.00 , 9.80 
6348,E09000013,Hammersmith & Fulham,1/1/2006,374796.8968, 498.00 , 7.40 
6349,E09000014,Haringey,1/1/2006,250587.3228, 641.00 , 8.30 
6350,E09000015,Harrow,1/1/2006,253828.9609, 436.00 , 6.90 
6351,E09000016,Havering,1/1/2006,202615.8216, 419.00 , 6.80 
6352,E09000017,Hillingdon,1/1/2006,225769.7371, 466.00 , 7.20 
6353,E09000018,Hounslow,1/1/2006,226228.6098, 486.00 , 7.30 
6354,E09000019,Islington,1/1/2006,294169.8012, 583.00 , 8.00 
6355,E09000020,Kensington & Chelsea,1/1/2006,565247.3923, 664.00 , 8.50 
6356,E09000021,Kingston upon Thames,1/1/2006,255199.8651, 526.00 , 7.60 
6357,E09000022,Lambeth,1/1/2006,236766.233, 675.00 , 8.50 
6358,E09000023,Lewisham,1/1/2006,194170.1254, 601.00 , 8.10 
6359,E09000024,Merton,1/1/2006,244083.4786, 521.00 , 7.60 
6360,E09000025,Newham,1/1/2006,198195.5634, 623.00 , 8.20 
6361,E09000026,Redbridge,1/1/2006,232310.0293, 480.00 , 7.30 
6362,E09000027,Richmond upon Thames,1/1/2006,330499.0962, 479.00 , 7.30 
6363,E09000028,Southwark,1/1/2006,225643.088, 620.00 , 8.20 
6364,E09000029,Sutton,1/1/2006,208052.024, 428.00 , 6.90 
6365,E09000030,Tower Hamlets,1/1/2006,236132.9852, 690.00 , 8.60 
6366,E09000031,Waltham Forest,1/1/2006,200759.8165, 613.00 , 8.20 
6367,E09000032,Wandsworth,1/1/2006,284764.9239, 606.00 , 8.10 
6368,E09000033,Westminster,1/1/2006,406412.8396, 716.00 , 8.80 
6385,E09000002,Barking & Dagenham,2/1/2006,163023.9489, 548.00 , 7.80 
6386,E09000003,Barnet,2/1/2006,281120.306, 471.00 , 7.20 
6387,E09000004,Bexley,2/1/2006,187235.5686, 411.00 , 6.70 
6388,E09000005,Brent,2/1/2006,246054.9316, 527.00 , 7.60 
6389,E09000006,Bromley,2/1/2006,241717.779, 427.00 , 6.90 
6390,E09000007,Camden,2/1/2006,373670.358, 629.00 , 8.30 
6391,E09000008,Croydon,2/1/2006,207312.2851, 418.00 , 6.80 
6392,E09000009,Ealing,2/1/2006,251238.8236, 468.00 , 7.20 
6393,E09000010,Enfield,2/1/2006,213136.3934, 432.00 , 6.90 
6394,E09000011,Greenwich,2/1/2006,201111.6147, 567.00 , 7.90 
6395,E09000012,Hackney,2/1/2006,240259.9701, 942.00 , 9.80 
6396,E09000013,Hammersmith & Fulham,2/1/2006,367483.4503, 498.00 , 7.40 
6397,E09000014,Haringey,2/1/2006,251056.4586, 641.00 , 8.30 
6398,E09000015,Harrow,2/1/2006,255883.1468, 436.00 , 6.90 
6399,E09000016,Havering,2/1/2006,204845.7052, 419.00 , 6.80 
6400,E09000017,Hillingdon,2/1/2006,225182.6936, 466.00 , 7.20 
6401,E09000018,Hounslow,2/1/2006,229421.8202, 486.00 , 7.30 
6402,E09000019,Islington,2/1/2006,303689.4149, 583.00 , 8.00 
6403,E09000020,Kensington & Chelsea,2/1/2006,569195.0987, 664.00 , 8.50 
6404,E09000021,Kingston upon Thames,2/1/2006,253180.3954, 526.00 , 7.60 
6405,E09000022,Lambeth,2/1/2006,234358.723, 675.00 , 8.50 
6406,E09000023,Lewisham,2/1/2006,195055.0088, 601.00 , 8.10 
6407,E09000024,Merton,2/1/2006,246920.5654, 521.00 , 7.60 
6408,E09000025,Newham,2/1/2006,195776.2286, 623.00 , 8.20 
6409,E09000026,Redbridge,2/1/2006,233950.0517, 480.00 , 7.30 
6410,E09000027,Richmond upon Thames,2/1/2006,331926.9883, 479.00 , 7.30 
6411,E09000028,Southwark,2/1/2006,226407.4348, 620.00 , 8.20 
6412,E09000029,Sutton,2/1/2006,209393.2002, 428.00 , 6.90 
6413,E09000030,Tower Hamlets,2/1/2006,232894.5759, 690.00 , 8.60 
6414,E09000031,Waltham Forest,2/1/2006,201812.2911, 613.00 , 8.20 
6415,E09000032,Wandsworth,2/1/2006,285741.8414, 606.00 , 8.10 
6416,E09000033,Westminster,2/1/2006,420422.9114, 716.00 , 8.80 
6433,E09000002,Barking & Dagenham,3/1/2006,162004.3844, 548.00 , 7.80 
6434,E09000003,Barnet,3/1/2006,281674.2983, 471.00 , 7.20 
6435,E09000004,Bexley,3/1/2006,187449.8626, 411.00 , 6.70 
6436,E09000005,Brent,3/1/2006,246766.2836, 527.00 , 7.60 
6437,E09000006,Bromley,3/1/2006,243140.6832, 427.00 , 6.90 
6438,E09000007,Camden,3/1/2006,377339.5567, 629.00 , 8.30 
6439,E09000008,Croydon,3/1/2006,208650.3412, 418.00 , 6.80 
6440,E09000009,Ealing,3/1/2006,250284.2467, 468.00 , 7.20 
6441,E09000010,Enfield,3/1/2006,212403.88, 432.00 , 6.90 
6442,E09000011,Greenwich,3/1/2006,200844.0334, 567.00 , 7.90 
6443,E09000012,Hackney,3/1/2006,239022.7865, 942.00 , 9.80 
6444,E09000013,Hammersmith & Fulham,3/1/2006,378032.4328, 498.00 , 7.40 
6445,E09000014,Haringey,3/1/2006,255332.926, 641.00 , 8.30 
6446,E09000015,Harrow,3/1/2006,258051.7459, 436.00 , 6.90 
6447,E09000016,Havering,3/1/2006,206050.4598, 419.00 , 6.80 
6448,E09000017,Hillingdon,3/1/2006,227319.1042, 466.00 , 7.20 
6449,E09000018,Hounslow,3/1/2006,231388.4244, 486.00 , 7.30 
6450,E09000019,Islington,3/1/2006,310486.2979, 583.00 , 8.00 
6451,E09000020,Kensington & Chelsea,3/1/2006,570415.3131, 664.00 , 8.50 
6452,E09000021,Kingston upon Thames,3/1/2006,254284.2823, 526.00 , 7.60 
6453,E09000022,Lambeth,3/1/2006,235911.2754, 675.00 , 8.50 
6454,E09000023,Lewisham,3/1/2006,193739.9375, 601.00 , 8.10 
6455,E09000024,Merton,3/1/2006,246235.1667, 521.00 , 7.60 
6456,E09000025,Newham,3/1/2006,193713.4992, 623.00 , 8.20 
6457,E09000026,Redbridge,3/1/2006,232672.6885, 480.00 , 7.30 
6458,E09000027,Richmond upon Thames,3/1/2006,335318.5752, 479.00 , 7.30 
6459,E09000028,Southwark,3/1/2006,227548.6044, 620.00 , 8.20 
6460,E09000029,Sutton,3/1/2006,211151.8014, 428.00 , 6.90 
6461,E09000030,Tower Hamlets,3/1/2006,228654.8319, 690.00 , 8.60 
6462,E09000031,Waltham Forest,3/1/2006,201594.0893, 613.00 , 8.20 
6463,E09000032,Wandsworth,3/1/2006,294537.7113, 606.00 , 8.10 
6464,E09000033,Westminster,3/1/2006,422314.3886, 716.00 , 8.80 
6481,E09000002,Barking & Dagenham,4/1/2006,164203.9629, 548.00 , 7.80 
6482,E09000003,Barnet,4/1/2006,283205.9287, 471.00 , 7.20 
6483,E09000004,Bexley,4/1/2006,189193.9169, 411.00 , 6.70 
6484,E09000005,Brent,4/1/2006,246980.2997, 527.00 , 7.60 
6485,E09000006,Bromley,4/1/2006,243914.4217, 427.00 , 6.90 
6486,E09000007,Camden,4/1/2006,382932.5242, 629.00 , 8.30 
6487,E09000008,Croydon,4/1/2006,209106.4866, 418.00 , 6.80 
6488,E09000009,Ealing,4/1/2006,251678.6762, 468.00 , 7.20 
6489,E09000010,Enfield,4/1/2006,214322.5771, 432.00 , 6.90 
6490,E09000011,Greenwich,4/1/2006,199346.0981, 567.00 , 7.90 
6491,E09000012,Hackney,4/1/2006,241951.1615, 942.00 , 9.80 
6492,E09000013,Hammersmith & Fulham,4/1/2006,381057.6683, 498.00 , 7.40 
6493,E09000014,Haringey,4/1/2006,253211.0628, 641.00 , 8.30 
6494,E09000015,Harrow,4/1/2006,259436.1388, 436.00 , 6.90 
6495,E09000016,Havering,4/1/2006,208975.9502, 419.00 , 6.80 
6496,E09000017,Hillingdon,4/1/2006,226107.9628, 466.00 , 7.20 
6497,E09000018,Hounslow,4/1/2006,233697.8897, 486.00 , 7.30 
6498,E09000019,Islington,4/1/2006,318786.1404, 583.00 , 8.00 
6499,E09000020,Kensington & Chelsea,4/1/2006,581164.2048, 664.00 , 8.50 
6500,E09000021,Kingston upon Thames,4/1/2006,254843.4332, 526.00 , 7.60 
6501,E09000022,Lambeth,4/1/2006,237767.2396, 675.00 , 8.50 
6502,E09000023,Lewisham,4/1/2006,193773.4817, 601.00 , 8.10 
6503,E09000024,Merton,4/1/2006,252105.3253, 521.00 , 7.60 
6504,E09000025,Newham,4/1/2006,195140.28, 623.00 , 8.20 
6505,E09000026,Redbridge,4/1/2006,233449.3439, 480.00 , 7.30 
6506,E09000027,Richmond upon Thames,4/1/2006,339897.8697, 479.00 , 7.30 
6507,E09000028,Southwark,4/1/2006,230588.9197, 620.00 , 8.20 
6508,E09000029,Sutton,4/1/2006,211560.0994, 428.00 , 6.90 
6509,E09000030,Tower Hamlets,4/1/2006,234134.0578, 690.00 , 8.60 
6510,E09000031,Waltham Forest,4/1/2006,201964.6841, 613.00 , 8.20 
6511,E09000032,Wandsworth,4/1/2006,299740.2223, 606.00 , 8.10 
6512,E09000033,Westminster,4/1/2006,425661.924, 716.00 , 8.80 
6529,E09000002,Barking & Dagenham,5/1/2006,166048.3794, 548.00 , 7.80 
6530,E09000003,Barnet,5/1/2006,286461.884, 471.00 , 7.20 
6531,E09000004,Bexley,5/1/2006,189826.5174, 411.00 , 6.70 
6532,E09000005,Brent,5/1/2006,249085.8169, 527.00 , 7.60 
6533,E09000006,Bromley,5/1/2006,244570.8703, 427.00 , 6.90 
6534,E09000007,Camden,5/1/2006,389595.8246, 629.00 , 8.30 
6535,E09000008,Croydon,5/1/2006,208379.6343, 418.00 , 6.80 
6536,E09000009,Ealing,5/1/2006,255037.5534, 468.00 , 7.20 
6537,E09000010,Enfield,5/1/2006,215853.2579, 432.00 , 6.90 
6538,E09000011,Greenwich,5/1/2006,201996.8056, 567.00 , 7.90 
6539,E09000012,Hackney,5/1/2006,244603.8006, 942.00 , 9.80 
6540,E09000013,Hammersmith & Fulham,5/1/2006,394582.3813, 498.00 , 7.40 
6541,E09000014,Haringey,5/1/2006,255603.2035, 641.00 , 8.30 
6542,E09000015,Harrow,5/1/2006,262515.1668, 436.00 , 6.90 
6543,E09000016,Havering,5/1/2006,208243.493, 419.00 , 6.80 
6544,E09000017,Hillingdon,5/1/2006,228713.3527, 466.00 , 7.20 
6545,E09000018,Hounslow,5/1/2006,235850.4847, 486.00 , 7.30 
6546,E09000019,Islington,5/1/2006,323468.6735, 583.00 , 8.00 
6547,E09000020,Kensington & Chelsea,5/1/2006,590767.7907, 664.00 , 8.50 
6548,E09000021,Kingston upon Thames,5/1/2006,258060.981, 526.00 , 7.60 
6549,E09000022,Lambeth,5/1/2006,246459.1174, 675.00 , 8.50 
6550,E09000023,Lewisham,5/1/2006,196773.7264, 601.00 , 8.10 
6551,E09000024,Merton,5/1/2006,253408.0382, 521.00 , 7.60 
6552,E09000025,Newham,5/1/2006,199911.8133, 623.00 , 8.20 
6553,E09000026,Redbridge,5/1/2006,234715.777, 480.00 , 7.30 
6554,E09000027,Richmond upon Thames,5/1/2006,342561.6911, 479.00 , 7.30 
6555,E09000028,Southwark,5/1/2006,237898.3529, 620.00 , 8.20 
