,ID,London Borough,Date,Average Price
8174,E09000015,Harrow,2009-03-01,258324.5406
8175,E09000016,Havering,2009-03-01,207166.177
8176,E09000017,Hillingdon,2009-03-01,219678.689
8177,E09000018,Hounslow,2009-03-01,228489.6475
8178,E09000019,Islington,2009-03-01,326811.3537
8179,E09000020,Kensington & Chelsea,2009-03-01,598429.7577
8180,E09000021,Kingston upon Thames,2009-03-01,251763.0233
8181,E09000022,Lambeth,2009-03-01,255001.0714
8182,E09000023,Lewisham,2009-03-01,208631.4269
8183,E09000024,Merton,2009-03-01,275148.2618
8184,E09000025,Newham,2009-03-01,191434.2717
8185,E09000026,Redbridge,2009-03-01,221684.7854
8186,E09000027,Richmond upon Thames,2009-03-01,356225.9125
8187,E09000028,Southwark,2009-03-01,255848.7187
8188,E09000029,Sutton,2009-03-01,206511.1622
8189,E09000030,Tower Hamlets,2009-03-01,264712.1366
8190,E09000031,Waltham Forest,2009-03-01,203665.5186
8191,E09000032,Wandsworth,2009-03-01,323860.9077
8192,E09000033,Westminster,2009-03-01,502387.1514
8209,E09000002,Barking & Dagenham,2009-04-01,152209.1849
8210,E09000003,Barnet,2009-04-01,286600.8284
8211,E09000004,Bexley,2009-04-01,181653.2541
8212,E09000005,Brent,2009-04-01,269541.7267
8213,E09000006,Bromley,2009-04-01,241375.7771
8214,E09000007,Camden,2009-04-01,451643.0477
8215,E09000008,Croydon,2009-04-01,202636.9482
8216,E09000009,Ealing,2009-04-01,250917.2259
8217,E09000010,Enfield,2009-04-01,214280.5849
8218,E09000011,Greenwich,2009-04-01,205268.9865
8219,E09000012,Hackney,2009-04-01,267689.7135
8220,E09000013,Hammersmith & Fulham,2009-04-01,413984.5464
8221,E09000014,Haringey,2009-04-01,261855.9564
8222,E09000015,Harrow,2009-04-01,253662.2354
8223,E09000016,Havering,2009-04-01,205530.2407
8224,E09000017,Hillingdon,2009-04-01,218721.5891
8225,E09000018,Hounslow,2009-04-01,224854.9293
8226,E09000019,Islington,2009-04-01,331763.3674
8227,E09000020,Kensington & Chelsea,2009-04-01,622563.3082
8228,E09000021,Kingston upon Thames,2009-04-01,248154.912
8229,E09000022,Lambeth,2009-04-01,247237.8294
8230,E09000023,Lewisham,2009-04-01,212482.7621
8231,E09000024,Merton,2009-04-01,262691.8671
8232,E09000025,Newham,2009-04-01,190232.5314
8233,E09000026,Redbridge,2009-04-01,221183.3142
8234,E09000027,Richmond upon Thames,2009-04-01,351763.8153
8235,E09000028,Southwark,2009-04-01,252344.2384
8236,E09000029,Sutton,2009-04-01,205540.3741
8237,E09000030,Tower Hamlets,2009-04-01,256921.9078
8238,E09000031,Waltham Forest,2009-04-01,198869.4177
8239,E09000032,Wandsworth,2009-04-01,323753.2522
8240,E09000033,Westminster,2009-04-01,508550.3365
8257,E09000002,Barking & Dagenham,2009-05-01,148432.876
8258,E09000003,Barnet,2009-05-01,288396.2791
8259,E09000004,Bexley,2009-05-01,182455.3164
8260,E09000005,Brent,2009-05-01,261460.299
8261,E09000006,Bromley,2009-05-01,242634.5671
8262,E09000007,Camden,2009-05-01,442605.8392
8263,E09000008,Croydon,2009-05-01,200479.0472
8264,E09000009,Ealing,2009-05-01,251076.7389
8265,E09000010,Enfield,2009-05-01,213526.9021
8266,E09000011,Greenwich,2009-05-01,200543.8796
8267,E09000012,Hackney,2009-05-01,264340.2974
8268,E09000013,Hammersmith & Fulham,2009-05-01,412345.5195
8269,E09000014,Haringey,2009-05-01,262327.9444
8270,E09000015,Harrow,2009-05-01,253717.4003
8271,E09000016,Havering,2009-05-01,202964.2248
8272,E09000017,Hillingdon,2009-05-01,221725.5383
8273,E09000018,Hounslow,2009-05-01,225353.5858
8274,E09000019,Islington,2009-05-01,328388.7575
8275,E09000020,Kensington & Chelsea,2009-05-01,664598.0576
8276,E09000021,Kingston upon Thames,2009-05-01,253002.6742
8277,E09000022,Lambeth,2009-05-01,251967.5131
8278,E09000023,Lewisham,2009-05-01,206198.4686
8279,E09000024,Merton,2009-05-01,260160.9258
8280,E09000025,Newham,2009-05-01,183362.9137
8281,E09000026,Redbridge,2009-05-01,224661.4448
8282,E09000027,Richmond upon Thames,2009-05-01,351842.8051
8283,E09000028,Southwark,2009-05-01,251437.6259
8284,E09000029,Sutton,2009-05-01,205722.2565
8285,E09000030,Tower Hamlets,2009-05-01,255796.685
8286,E09000031,Waltham Forest,2009-05-01,196297.8011
8287,E09000032,Wandsworth,2009-05-01,330779.7289
8288,E09000033,Westminster,2009-05-01,520435.7939
8305,E09000002,Barking & Dagenham,2009-06-01,150193.6379
8306,E09000003,Barnet,2009-06-01,291608.2134
8307,E09000004,Bexley,2009-06-01,183343.6638
8308,E09000005,Brent,2009-06-01,263297.2196
8309,E09000006,Bromley,2009-06-01,246415.8671
8310,E09000007,Camden,2009-06-01,434898.146
8311,E09000008,Croydon,2009-06-01,199415.0722
8312,E09000009,Ealing,2009-06-01,255022.1945
8313,E09000010,Enfield,2009-06-01,220341.977
8314,E09000011,Greenwich,2009-06-01,200256.2561
8315,E09000012,Hackney,2009-06-01,251604.5542
8316,E09000013,Hammersmith & Fulham,2009-06-01,413659.331
8317,E09000014,Haringey,2009-06-01,269458.5596
8318,E09000015,Harrow,2009-06-01,254538.6549
8319,E09000016,Havering,2009-06-01,199836.0499
8320,E09000017,Hillingdon,2009-06-01,222638.0543
8321,E09000018,Hounslow,2009-06-01,229194.75
8322,E09000019,Islington,2009-06-01,331470.3224
8323,E09000020,Kensington & Chelsea,2009-06-01,719453.1675
8324,E09000021,Kingston upon Thames,2009-06-01,255066.8335
8325,E09000022,Lambeth,2009-06-01,258178.4395
8326,E09000023,Lewisham,2009-06-01,207083.1743
8327,E09000024,Merton,2009-06-01,254608.8164
8328,E09000025,Newham,2009-06-01,182435.5616
8329,E09000026,Redbridge,2009-06-01,232296.782
8330,E09000027,Richmond upon Thames,2009-06-01,355781.4839
8331,E09000028,Southwark,2009-06-01,255988.5252
8332,E09000029,Sutton,2009-06-01,204522.6865
8333,E09000030,Tower Hamlets,2009-06-01,254833.8145
8334,E09000031,Waltham Forest,2009-06-01,196354.0399
8335,E09000032,Wandsworth,2009-06-01,345487.4881
8336,E09000033,Westminster,2009-06-01,510955.1383
8353,E09000002,Barking & Dagenham,2009-07-01,154105.1492
8354,E09000003,Barnet,2009-07-01,301141.2374
8355,E09000004,Bexley,2009-07-01,186840.7385
8356,E09000005,Brent,2009-07-01,258775.8429
8357,E09000006,Bromley,2009-07-01,248500.2276
8358,E09000007,Camden,2009-07-01,451203.7265
8359,E09000008,Croydon,2009-07-01,200102.6385
8360,E09000009,Ealing,2009-07-01,263723.6066
8361,E09000010,Enfield,2009-07-01,222874.0282
8362,E09000011,Greenwich,2009-07-01,201148.4551
8363,E09000012,Hackney,2009-07-01,271135.0848
8364,E09000013,Hammersmith & Fulham,2009-07-01,420387.6271
8365,E09000014,Haringey,2009-07-01,278181.3896
8366,E09000015,Harrow,2009-07-01,258643.7512
8367,E09000016,Havering,2009-07-01,203053.4011
8368,E09000017,Hillingdon,2009-07-01,224728.4215
8369,E09000018,Hounslow,2009-07-01,234915.4909
8370,E09000019,Islington,2009-07-01,339509.1831
8371,E09000020,Kensington & Chelsea,2009-07-01,770239.9916
8372,E09000021,Kingston upon Thames,2009-07-01,261317.8469
8373,E09000022,Lambeth,2009-07-01,270535.4351
8374,E09000023,Lewisham,2009-07-01,206000.005
8375,E09000024,Merton,2009-07-01,261094.4649
8376,E09000025,Newham,2009-07-01,184975.0445
8377,E09000026,Redbridge,2009-07-01,236603.3671
8378,E09000027,Richmond upon Thames,2009-07-01,362856.2628
8379,E09000028,Southwark,2009-07-01,258662.0693
8380,E09000029,Sutton,2009-07-01,207907.9008
8381,E09000030,Tower Hamlets,2009-07-01,247246.1198
8382,E09000031,Waltham Forest,2009-07-01,198088.9663
8383,E09000032,Wandsworth,2009-07-01,353348.6737
8384,E09000033,Westminster,2009-07-01,523937.0847
8401,E09000002,Barking & Dagenham,2009-08-01,156272.1959
8402,E09000003,Barnet,2009-08-01,305076.7195
8403,E09000004,Bexley,2009-08-01,189656.958
8404,E09000005,Brent,2009-08-01,262862.7268
8405,E09000006,Bromley,2009-08-01,248667.0492
8406,E09000007,Camden,2009-08-01,467171.4074
8407,E09000008,Croydon,2009-08-01,201442.2592
8408,E09000009,Ealing,2009-08-01,268788.1258
8409,E09000010,Enfield,2009-08-01,227007.9934
8410,E09000011,Greenwich,2009-08-01,207186.2004
8411,E09000012,Hackney,2009-08-01,277376.4809
8412,E09000013,Hammersmith & Fulham,2009-08-01,441605.3765
8413,E09000014,Haringey,2009-08-01,281291.4627
8414,E09000015,Harrow,2009-08-01,265097.8865
8415,E09000016,Havering,2009-08-01,205729.775
8416,E09000017,Hillingdon,2009-08-01,227082.5294
8417,E09000018,Hounslow,2009-08-01,242600.1114
8418,E09000019,Islington,2009-08-01,355363.394
8419,E09000020,Kensington & Chelsea,2009-08-01,782458.5784
8420,E09000021,Kingston upon Thames,2009-08-01,268167.0831
8421,E09000022,Lambeth,2009-08-01,273198.2179
8422,E09000023,Lewisham,2009-08-01,210835.5225
8423,E09000024,Merton,2009-08-01,271560.4997
8424,E09000025,Newham,2009-08-01,190484.34
8425,E09000026,Redbridge,2009-08-01,238626.0488
8426,E09000027,Richmond upon Thames,2009-08-01,372388.5681
8427,E09000028,Southwark,2009-08-01,264147.4594
8428,E09000029,Sutton,2009-08-01,212510.5087
8429,E09000030,Tower Hamlets,2009-08-01,240430.0222
8430,E09000031,Waltham Forest,2009-08-01,202191.158
8431,E09000032,Wandsworth,2009-08-01,350782.5008
8432,E09000033,Westminster,2009-08-01,521951.8761
8449,E09000002,Barking & Dagenham,2009-09-01,155826.793
8450,E09000003,Barnet,2009-09-01,310669.9497
8451,E09000004,Bexley,2009-09-01,191210.0942
8452,E09000005,Brent,2009-09-01,258998.8776
8453,E09000006,Bromley,2009-09-01,251137.4092
8454,E09000007,Camden,2009-09-01,475211.4832
8455,E09000008,Croydon,2009-09-01,203916.7196
8456,E09000009,Ealing,2009-09-01,277405.5965
8457,E09000010,Enfield,2009-09-01,226747.7771
8458,E09000011,Greenwich,2009-09-01,214017.0113
8459,E09000012,Hackney,2009-09-01,290994.8921
8460,E09000013,Hammersmith & Fulham,2009-09-01,459257.8735
8461,E09000014,Haringey,2009-09-01,289255.3142
8462,E09000015,Harrow,2009-09-01,271562.7154
8463,E09000016,Havering,2009-09-01,207181.4409
8464,E09000017,Hillingdon,2009-09-01,231533.1126
8465,E09000018,Hounslow,2009-09-01,245611.6017
8466,E09000019,Islington,2009-09-01,368898.9723
8467,E09000020,Kensington & Chelsea,2009-09-01,763329.9844
8468,E09000021,Kingston upon Thames,2009-09-01,277841.6365
8469,E09000022,Lambeth,2009-09-01,276690.6499
8470,E09000023,Lewisham,2009-09-01,213894.1135
8471,E09000024,Merton,2009-09-01,280207.2423
8472,E09000025,Newham,2009-09-01,188167.6573
8473,E09000026,Redbridge,2009-09-01,238187.753
8474,E09000027,Richmond upon Thames,2009-09-01,380409.5877
8475,E09000028,Southwark,2009-09-01,270739.9405
8476,E09000029,Sutton,2009-09-01,217194.5518
8477,E09000030,Tower Hamlets,2009-09-01,247730.7581
8478,E09000031,Waltham Forest,2009-09-01,207632.3775
8479,E09000032,Wandsworth,2009-09-01,350410.5119
8480,E09000033,Westminster,2009-09-01,553714.4657
8497,E09000002,Barking & Dagenham,2009-10-01,156674.1762
8498,E09000003,Barnet,2009-10-01,309970.4798
8499,E09000004,Bexley,2009-10-01,193416.6041
8500,E09000005,Brent,2009-10-01,266585.7155
8501,E09000006,Bromley,2009-10-01,254477.6638
8502,E09000007,Camden,2009-10-01,471297.8572
8503,E09000008,Croydon,2009-10-01,205122.603
8504,E09000009,Ealing,2009-10-01,280528.9386
8505,E09000010,Enfield,2009-10-01,228464.9723
8506,E09000011,Greenwich,2009-10-01,218571.6135
8507,E09000012,Hackney,2009-10-01,294216.9468
8508,E09000013,Hammersmith & Fulham,2009-10-01,459306.654
8509,E09000014,Haringey,2009-10-01,295331.615
8510,E09000015,Harrow,2009-10-01,271793.1931
8511,E09000016,Havering,2009-10-01,208242.8067
8512,E09000017,Hillingdon,2009-10-01,236110.3261
8513,E09000018,Hounslow,2009-10-01,245170.8722
8514,E09000019,Islington,2009-10-01,371504.0193
8515,E09000020,Kensington & Chelsea,2009-10-01,736741.4037
8516,E09000021,Kingston upon Thames,2009-10-01,282397.0154
8517,E09000022,Lambeth,2009-10-01,282900.8317
8518,E09000023,Lewisham,2009-10-01,218426.2355
8519,E09000024,Merton,2009-10-01,281847.6718
8520,E09000025,Newham,2009-10-01,188467.329
8521,E09000026,Redbridge,2009-10-01,242244.1868
8522,E09000027,Richmond upon Thames,2009-10-01,391208.5509
8523,E09000028,Southwark,2009-10-01,269409.835
8524,E09000029,Sutton,2009-10-01,218550.0921
8525,E09000030,Tower Hamlets,2009-10-01,263999.7658
8526,E09000031,Waltham Forest,2009-10-01,210786.4563
8527,E09000032,Wandsworth,2009-10-01,354232.6247
8528,E09000033,Westminster,2009-10-01,562887.9114
8545,E09000002,Barking & Dagenham,2009-11-01,157272.1998
8546,E09000003,Barnet,2009-11-01,310969.508
8547,E09000004,Bexley,2009-11-01,194444.0317
8548,E09000005,Brent,2009-11-01,268663.1907
8549,E09000006,Bromley,2009-11-01,257048.337
8550,E09000007,Camden,2009-11-01,449490.1547
8551,E09000008,Croydon,2009-11-01,206570.9013
8552,E09000009,Ealing,2009-11-01,278843.4702
8553,E09000010,Enfield,2009-11-01,228971.0895
8554,E09000011,Greenwich,2009-11-01,219851.1974
8555,E09000012,Hackney,2009-11-01,300430.9481
8556,E09000013,Hammersmith & Fulham,2009-11-01,459311.0247
8557,E09000014,Haringey,2009-11-01,296040.6001
8558,E09000015,Harrow,2009-11-01,271764.6579
8559,E09000016,Havering,2009-11-01,210964.2356
8560,E09000017,Hillingdon,2009-11-01,238530.7166
8561,E09000018,Hounslow,2009-11-01,243703.7431
8562,E09000019,Islington,2009-11-01,367154.2965
8563,E09000020,Kensington & Chelsea,2009-11-01,753693.011
8564,E09000021,Kingston upon Thames,2009-11-01,283162.9083
8565,E09000022,Lambeth,2009-11-01,284628.1918
8566,E09000023,Lewisham,2009-11-01,219844.4612
8567,E09000024,Merton,2009-11-01,280930.7314
8568,E09000025,Newham,2009-11-01,189741.1013
8569,E09000026,Redbridge,2009-11-01,241073.8548
8570,E09000027,Richmond upon Thames,2009-11-01,395322.5181
8571,E09000028,Southwark,2009-11-01,268317.4537
8572,E09000029,Sutton,2009-11-01,220574.7503
8573,E09000030,Tower Hamlets,2009-11-01,279118.9175
8574,E09000031,Waltham Forest,2009-11-01,213323.3111
8575,E09000032,Wandsworth,2009-11-01,357674.6252
8576,E09000033,Westminster,2009-11-01,573101.4749
8593,E09000002,Barking & Dagenham,2009-12-01,160888.5891
8594,E09000003,Barnet,2009-12-01,312235.4356
8595,E09000004,Bexley,2009-12-01,196623.0854
8596,E09000005,Brent,2009-12-01,272443.171
8597,E09000006,Bromley,2009-12-01,258655.3384
8598,E09000007,Camden,2009-12-01,446413.1187
8599,E09000008,Croydon,2009-12-01,210343.3871
8600,E09000009,Ealing,2009-12-01,279574.5286
8601,E09000010,Enfield,2009-12-01,229651.6896
8602,E09000011,Greenwich,2009-12-01,220536.7865
8603,E09000012,Hackney,2009-12-01,294762.2145
8604,E09000013,Hammersmith & Fulham,2009-12-01,467824.8724
8605,E09000014,Haringey,2009-12-01,288455.751
8606,E09000015,Harrow,2009-12-01,274510.9969
8607,E09000016,Havering,2009-12-01,212448.7901
8608,E09000017,Hillingdon,2009-12-01,241518.1303
8609,E09000018,Hounslow,2009-12-01,246012.3477
8610,E09000019,Islington,2009-12-01,361012.2308
8611,E09000020,Kensington & Chelsea,2009-12-01,755047.38
8612,E09000021,Kingston upon Thames,2009-12-01,283400.3677
8613,E09000022,Lambeth,2009-12-01,281970.2456
8614,E09000023,Lewisham,2009-12-01,220454.0564
8615,E09000024,Merton,2009-12-01,281239.0128
8616,E09000025,Newham,2009-12-01,193523.6617
8617,E09000026,Redbridge,2009-12-01,243611.6711
8618,E09000027,Richmond upon Thames,2009-12-01,403431.8781
8619,E09000028,Southwark,2009-12-01,265111.5001
8620,E09000029,Sutton,2009-12-01,222170.1957
8621,E09000030,Tower Hamlets,2009-12-01,277775.7879
8622,E09000031,Waltham Forest,2009-12-01,213488.2343
8623,E09000032,Wandsworth,2009-12-01,354593.5282
8624,E09000033,Westminster,2009-12-01,575113.4634
8641,E09000002,Barking & Dagenham,2010-01-01,162905.2109
8642,E09000003,Barnet,2010-01-01,316925.7401
8643,E09000004,Bexley,2010-01-01,197737.1877
8644,E09000005,Brent,2010-01-01,273217.8441
8645,E09000006,Bromley,2010-01-01,260713.9077
8646,E09000007,Camden,2010-01-01,454547.2348
8647,E09000008,Croydon,2010-01-01,211896.3395
8648,E09000009,Ealing,2010-01-01,283234.0258
8649,E09000010,Enfield,2010-01-01,232751.7451
8650,E09000011,Greenwich,2010-01-01,221333.136
8651,E09000012,Hackney,2010-01-01,295823.8385
8652,E09000013,Hammersmith & Fulham,2010-01-01,484952.5732
8653,E09000014,Haringey,2010-01-01,295080.1857
8654,E09000015,Harrow,2010-01-01,279518.7321
8655,E09000016,Havering,2010-01-01,212880.9463
8656,E09000017,Hillingdon,2010-01-01,240247.8046
8657,E09000018,Hounslow,2010-01-01,250674.7766
8658,E09000019,Islington,2010-01-01,368461.1135
8659,E09000020,Kensington & Chelsea,2010-01-01,794620.3953
8660,E09000021,Kingston upon Thames,2010-01-01,289691.305
8661,E09000022,Lambeth,2010-01-01,285833.1553
8662,E09000023,Lewisham,2010-01-01,221052.4145
8663,E09000024,Merton,2010-01-01,286199.573
8664,E09000025,Newham,2010-01-01,194632.3566
8665,E09000026,Redbridge,2010-01-01,245066.64
8666,E09000027,Richmond upon Thames,2010-01-01,411911.992
8667,E09000028,Southwark,2010-01-01,274107.5821
8668,E09000029,Sutton,2010-01-01,225973.1626
8669,E09000030,Tower Hamlets,2010-01-01,277824.1884
8670,E09000031,Waltham Forest,2010-01-01,214784.1031
8671,E09000032,Wandsworth,2010-01-01,356193.0377
8672,E09000033,Westminster,2010-01-01,596235.5402
8689,E09000002,Barking & Dagenham,2010-02-01,163022.5868
8690,E09000003,Barnet,2010-02-01,318994.9679
8691,E09000004,Bexley,2010-02-01,201283.7195
8692,E09000005,Brent,2010-02-01,277315.2298
8693,E09000006,Bromley,2010-02-01,263217.1916
8694,E09000007,Camden,2010-02-01,480597.7998
8695,E09000008,Croydon,2010-02-01,217606.6096
8696,E09000009,Ealing,2010-02-01,287882.1338
8697,E09000010,Enfield,2010-02-01,236894.225
8698,E09000011,Greenwich,2010-02-01,221962.2178
8699,E09000012,Hackney,2010-02-01,298452.9028
8700,E09000013,Hammersmith & Fulham,2010-02-01,490933.3901
8701,E09000014,Haringey,2010-02-01,301399.93
8702,E09000015,Harrow,2010-02-01,281608.5842
8703,E09000016,Havering,2010-02-01,216413.802
8704,E09000017,Hillingdon,2010-02-01,240016.311
8705,E09000018,Hounslow,2010-02-01,253148.6206
8706,E09000019,Islington,2010-02-01,382429.2365
8707,E09000020,Kensington & Chelsea,2010-02-01,778621.763
8708,E09000021,Kingston upon Thames,2010-02-01,286627.8645
8709,E09000022,Lambeth,2010-02-01,286760.0438
8710,E09000023,Lewisham,2010-02-01,223811.6336
8711,E09000024,Merton,2010-02-01,283608.1669
8712,E09000025,Newham,2010-02-01,196744.5683
8713,E09000026,Redbridge,2010-02-01,248356.2505
8714,E09000027,Richmond upon Thames,2010-02-01,421222.2412
8715,E09000028,Southwark,2010-02-01,282954.3169
8716,E09000029,Sutton,2010-02-01,230356.0005
8717,E09000030,Tower Hamlets,2010-02-01,279657.3067
8718,E09000031,Waltham Forest,2010-02-01,219367.8134
8719,E09000032,Wandsworth,2010-02-01,367168.2009
8720,E09000033,Westminster,2010-02-01,613473.0875
8737,E09000002,Barking & Dagenham,2010-03-01,162831.3359
8738,E09000003,Barnet,2010-03-01,324873.2917
8739,E09000004,Bexley,2010-03-01,202291.1054
8740,E09000005,Brent,2010-03-01,282686.261
8741,E09000006,Bromley,2010-03-01,264768.6513
8742,E09000007,Camden,2010-03-01,498892.6368
8743,E09000008,Croydon,2010-03-01,219480.5191
8744,E09000009,Ealing,2010-03-01,288740.4435
8745,E09000010,Enfield,2010-03-01,239223.9246
8746,E09000011,Greenwich,2010-03-01,224266.2931
8747,E09000012,Hackney,2010-03-01,297282.6372
8748,E09000013,Hammersmith & Fulham,2010-03-01,486870.7431
8749,E09000014,Haringey,2010-03-01,307801.9527
8750,E09000015,Harrow,2010-03-01,285075.7754
8751,E09000016,Havering,2010-03-01,216815.262
8752,E09000017,Hillingdon,2010-03-01,239574.8445
8753,E09000018,Hounslow,2010-03-01,254111.6219
8754,E09000019,Islington,2010-03-01,389435.6392
8755,E09000020,Kensington & Chelsea,2010-03-01,820954.2966
8756,E09000021,Kingston upon Thames,2010-03-01,295871.471
8757,E09000022,Lambeth,2010-03-01,295041.1311
8758,E09000023,Lewisham,2010-03-01,228020.0879
8759,E09000024,Merton,2010-03-01,291676.6479
8760,E09000025,Newham,2010-03-01,199932.5931
8761,E09000026,Redbridge,2010-03-01,247733.8821
8762,E09000027,Richmond upon Thames,2010-03-01,424030.4678
8763,E09000028,Southwark,2010-03-01,286656.1682
8764,E09000029,Sutton,2010-03-01,235157.2102
8765,E09000030,Tower Hamlets,2010-03-01,285936.3156
8766,E09000031,Waltham Forest,2010-03-01,222307.6068
8767,E09000032,Wandsworth,2010-03-01,373226.8849
8768,E09000033,Westminster,2010-03-01,607613.6249
8785,E09000002,Barking & Dagenham,2010-04-01,162755.9259
8786,E09000003,Barnet,2010-04-01,327955.2389
8787,E09000004,Bexley,2010-04-01,202738.6568
8788,E09000005,Brent,2010-04-01,287901.9025
8789,E09000006,Bromley,2010-04-01,266896.8494
8790,E09000007,Camden,2010-04-01,499766.6666
8791,E09000008,Croydon,2010-04-01,222847.4621
8792,E09000009,Ealing,2010-04-01,285639.0083
8793,E09000010,Enfield,2010-04-01,239050.8969
8794,E09000011,Greenwich,2010-04-01,222901.8892
8795,E09000012,Hackney,2010-04-01,298083.5572
8796,E09000013,Hammersmith & Fulham,2010-04-01,488086.906
8797,E09000014,Haringey,2010-04-01,304765.5741
8798,E09000015,Harrow,2010-04-01,288143.6791
8799,E09000016,Havering,2010-04-01,217821.1347
8800,E09000017,Hillingdon,2010-04-01,244121.5007
8801,E09000018,Hounslow,2010-04-01,252274.2938
8802,E09000019,Islington,2010-04-01,393891.7992
8803,E09000020,Kensington & Chelsea,2010-04-01,818815.5849
8804,E09000021,Kingston upon Thames,2010-04-01,295162.1281
8805,E09000022,Lambeth,2010-04-01,294294.211
8806,E09000023,Lewisham,2010-04-01,226053.9848
8807,E09000024,Merton,2010-04-01,294295.4176
8808,E09000025,Newham,2010-04-01,202169.5682
8809,E09000026,Redbridge,2010-04-01,244146.4464
8810,E09000027,Richmond upon Thames,2010-04-01,417128.4759
8811,E09000028,Southwark,2010-04-01,292879.5563
8812,E09000029,Sutton,2010-04-01,234859.31
8813,E09000030,Tower Hamlets,2010-04-01,288964.1159
8814,E09000031,Waltham Forest,2010-04-01,225011.1428
8815,E09000032,Wandsworth,2010-04-01,379075.1964
8816,E09000033,Westminster,2010-04-01,590583.1592
8833,E09000002,Barking & Dagenham,2010-05-01,164902.6725
8834,E09000003,Barnet,2010-05-01,331167.9826
8835,E09000004,Bexley,2010-05-01,199919.3636
8836,E09000005,Brent,2010-05-01,289076.0481
8837,E09000006,Bromley,2010-05-01,270819.9545
8838,E09000007,Camden,2010-05-01,490244.364
8839,E09000008,Croydon,2010-05-01,220281.0005
8840,E09000009,Ealing,2010-05-01,286725.8323
8841,E09000010,Enfield,2010-05-01,238993.8109
8842,E09000011,Greenwich,2010-05-01,225583.1816
8843,E09000012,Hackney,2010-05-01,294431.2276
8844,E09000013,Hammersmith & Fulham,2010-05-01,493877.3667
8845,E09000014,Haringey,2010-05-01,310895.3611
8846,E09000015,Harrow,2010-05-01,291560.4744
8847,E09000016,Havering,2010-05-01,218541.8182
8848,E09000017,Hillingdon,2010-05-01,245413.1513
8849,E09000018,Hounslow,2010-05-01,252846.813
8850,E09000019,Islington,2010-05-01,393357.1739
8851,E09000020,Kensington & Chelsea,2010-05-01,855775.3078
8852,E09000021,Kingston upon Thames,2010-05-01,306281.5965
8853,E09000022,Lambeth,2010-05-01,297314.5764
8854,E09000023,Lewisham,2010-05-01,226194.325
8855,E09000024,Merton,2010-05-01,301424.7619
8856,E09000025,Newham,2010-05-01,203815.4728
8857,E09000026,Redbridge,2010-05-01,242080.5497
8858,E09000027,Richmond upon Thames,2010-05-01,413233.932
8859,E09000028,Southwark,2010-05-01,294376.5218
8860,E09000029,Sutton,2010-05-01,236700.7915
8861,E09000030,Tower Hamlets,2010-05-01,284842.0998
8862,E09000031,Waltham Forest,2010-05-01,223346.2805
8863,E09000032,Wandsworth,2010-05-01,381180.942
8864,E09000033,Westminster,2010-05-01,578829.1742
8881,E09000002,Barking & Dagenham,2010-06-01,167147.5106
8882,E09000003,Barnet,2010-06-01,330965.2179
8883,E09000004,Bexley,2010-06-01,199807.4879
8884,E09000005,Brent,2010-06-01,287809.2536
8885,E09000006,Bromley,2010-06-01,272609.1898
8886,E09000007,Camden,2010-06-01,492592.4995
8887,E09000008,Croydon,2010-06-01,219296.6976
8888,E09000009,Ealing,2010-06-01,287129.5617
8889,E09000010,Enfield,2010-06-01,242127.8315
8890,E09000011,Greenwich,2010-06-01,225439.8703
8891,E09000012,Hackney,2010-06-01,305509.0403
8892,E09000013,Hammersmith & Fulham,2010-06-01,507768.4743
8893,E09000014,Haringey,2010-06-01,317731.15
8894,E09000015,Harrow,2010-06-01,290749.1828
8895,E09000016,Havering,2010-06-01,219910.3266
8896,E09000017,Hillingdon,2010-06-01,249688.8942
8897,E09000018,Hounslow,2010-06-01,253417.7568
8898,E09000019,Islington,2010-06-01,400083.338
8899,E09000020,Kensington & Chelsea,2010-06-01,821510.291
8900,E09000021,Kingston upon Thames,2010-06-01,302788.4945
8901,E09000022,Lambeth,2010-06-01,298000.7621
8902,E09000023,Lewisham,2010-06-01,223273.7469
8903,E09000024,Merton,2010-06-01,302479.7872
8904,E09000025,Newham,2010-06-01,204238.0902
8905,E09000026,Redbridge,2010-06-01,242504.8686
8906,E09000027,Richmond upon Thames,2010-06-01,415707.8018
8907,E09000028,Southwark,2010-06-01,303412.1062
8908,E09000029,Sutton,2010-06-01,235294.6346
8909,E09000030,Tower Hamlets,2010-06-01,283433.9141
8910,E09000031,Waltham Forest,2010-06-01,220083.4671
8911,E09000032,Wandsworth,2010-06-01,385939.1407
8912,E09000033,Westminster,2010-06-01,594353.8798
8929,E09000002,Barking & Dagenham,2010-07-01,168660.5929
8930,E09000003,Barnet,2010-07-01,336379.5268
8931,E09000004,Bexley,2010-07-01,200251.2402
8932,E09000005,Brent,2010-07-01,290683.3483
8933,E09000006,Bromley,2010-07-01,273808.0264
8934,E09000007,Camden,2010-07-01,524202.1832
8935,E09000008,Croydon,2010-07-01,217831.6049
8936,E09000009,Ealing,2010-07-01,293317.7372
8937,E09000010,Enfield,2010-07-01,245935.444
8938,E09000011,Greenwich,2010-07-01,233860.2325
8939,E09000012,Hackney,2010-07-01,304524.1262
8940,E09000013,Hammersmith & Fulham,2010-07-01,516558.0201
8941,E09000014,Haringey,2010-07-01,322826.8983
8942,E09000015,Harrow,2010-07-01,294286.6044
8943,E09000016,Havering,2010-07-01,223319.8908
8944,E09000017,Hillingdon,2010-07-01,250974.3048
8945,E09000018,Hounslow,2010-07-01,260723.7884
